roster_date,RFP_Key,rfp_type_random,rfp_name_random,rfp_location,Name,Address,city,State,Zip,Phone,rfp_primary,program_flag,program_date,active_quarters,base_active_quarters,sap,location_enddate,location_startdate,eligibility_enddate,eligibility_startdate,startdate,enddate
10/2/2024,SCG111924,myAPP,MED,32448,Walls-Lewis,77903 Elliott Ford,Jamestown,Florida,546,932.918.3386x3218,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG440233,myAPP,MED,32448,"Rosario, Frederick and Bates",8723 David Villages,Jamestown,Hawaii,35364,8914352662,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG901156,myAPP,MED,32448,Lewis Inc,1787 Jason Meadow,Jamestown,Mississippi,93192,5407292459,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG578339,myAPP,MED,32448,Gordon-Duke,652 Ross Path Apt. 606,Jamestown,Washington,35390,4869009201,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG736073,myAPP,MED,32448,"Kim, Jones and Webb",933 Rebecca Via Apt. 895,Jamestown,Colorado,39025,236.205.0434,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG716685,myAPP,MED,32448,Eaton and Sons,5816 Baker Road Apt. 082,Jamestown,Georgia,13016,(696)691-5005x816,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG692991,myAPP,MED,32448,"Flores, Jackson and Turner",1571 Jason Brook,Jamestown,Nebraska,77889,001-930-593-2378x796,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG069383,myAPP,MED,32448,Beltran-Smith,321 Jacob Point,Jamestown,Florida,12403,+1-677-999-2748x54221,0,,,,3,32448,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG108389,GPO,ACUALL,33291,Andrews Inc,953 Paul Lodge Suite 701,Reynoldsville,New Hampshire,88730,(258)505-3675x0927,1,,,,3,33291,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG828504,GPO,ACUALL,33291,Jacobs Inc,32559 Miller Island,Reynoldsville,Indiana,17492,972.648.7701x48595,1,,,,3,33291,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG664160,GPO,ACUALL,33291,Higgins PLC,676 Robbins Passage Apt. 177,Reynoldsville,Kentucky,40015,-2927,1,,,,3,33291,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG191986,myAPP,PV,23832,Ramos-Sullivan,07811 Andrea Inlet Apt. 646,Pittsburgh,Georgia,2331,603-731-4766,1,,,,3,23832,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG963842,myAPP,PECAA,19817,Charles-Cline,39300 Eric Circles,Jacksonville,Tennessee,60976,+1-746-433-9708x889,0,,,,1,19817,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG829332,myAPP,PECAA,19817,Mcdaniel and Sons,7019 Maynard Spring,Jacksonville,New Hampshire,92835,(719)946-9339,0,,,,1,19817,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG346824,PE,ACUALL,47419,"Manning, Fisher and Ellis",76363 Cassandra Lock Suite 102,Hartville,Iowa,88724,805-950-9908,0,,,,3,47419,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG840495,Regional Retailer,ACUALL,24139,Tucker PLC,568 Haney Crossing Suite 942,Morristown,Mississippi,20131,+1-665-389-4542x8806,0,,,,3,24139,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG684910,Regional Retailer,ACUALL,24139,Flores-Lopez,9606 Richard River,Morristown,Alabama,76870,001-784-674-4610,0,,,,3,24139,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG713733,Regional Retailer,ACUALL,24139,"Griffin, Martin and Schultz",2267 Collier Expressway,Morristown,Connecticut,92183,+1-738-531-4764x122,0,,,,3,24139,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG787010,Regional Retailer,ACUALL,24139,Brooks-Green,19380 Harris Ridges Suite 021,Morristown,Wisconsin,80158,578-885-5138x5726,0,,,,3,24139,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG692719,Regional Retailer,ACUALL,24139,"Flores, Miller and Lynn",252 Nelson Common Suite 114,Morristown,Hawaii,2417,+1-513-604-1697x34702,0,,,,3,24139,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG997720,myAPP,ACUALL,50865,Hicks-Graves,9262 Vicki Road Apt. 048,Nashville,Iowa,998,-5549,0,,,,3,50865,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG403277,myAPP,ACUALL,43973,Fowler Group,87915 Jacobs Islands,Greeneville,Arkansas,29283,306-444-6647,0,,,,3,43973,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG040767,myAPP,ACUALL,43973,Ray-Sosa,65906 Kenneth Manors Suite 638,Greeneville,Virginia,78784,724-938-8344,0,,,,3,43973,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG562762,myAPP,ACUALL,43973,Rodriguez-Esparza,7550 Jonathan Route,Greeneville,South Dakota,51860,(630)409-6712x71782,0,,,,3,43973,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG799746,myAPP,ACUALL,43973,Thornton Inc,3538 Brooks Roads Suite 003,Greeneville,Mississippi,72382,956-927-5978x398,0,,,,3,43973,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG963842,Lease Franchise,ACUALL,28482,Charles-Cline,39300 Eric Circles,Jacksonville,Tennessee,60976,+1-746-433-9708x889,0,,,,3,28482,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG829332,Lease Franchise,ACUALL,28482,Mcdaniel and Sons,7019 Maynard Spring,Jacksonville,New Hampshire,92835,(719)946-9339,0,,,,3,28482,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG702598,GPO,PECAA,51917,Austin-Bradley,586 Marcus Spur,West Jordan,Minnesota,65801,+1-462-787-2303x985,1,,,,3,51917,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG896348,GPO,PECAA,51917,"Willis, Gonzales and Reese",429 George Springs,West Jordan,Delaware,90246,790-204-0324x24959,1,,,,3,51917,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG191986,myAPP,myAPP,39183,Ramos-Sullivan,07811 Andrea Inlet Apt. 646,Pittsburgh,Georgia,2331,603-731-4766,0,,,,3,39183,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG681742,myAPP,MED,23801,"Larsen, Curtis and Miller",2381 Jorge Island Apt. 433,South Jordan,Minnesota,9932,(607)396-5880,1,,,,3,23801,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG214252,ACUALL,myAPP,32168,Harper Inc,9664 Thompson Course,Maysville,Ohio,76590,466-292-0177,0,,,,3,32168,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG746530,ACUALL,myAPP,26979,Gutierrez Inc,1184 Carr Port,Allentown,Florida,96960,2305017658,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG101268,ACUALL,myAPP,26979,Ramirez-Clarke,4692 Morgan Heights Suite 484,Allentown,Indiana,94598,001-848-384-5965x25730,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG055762,ACUALL,myAPP,26979,Morales-Steele,947 Andre Mill Suite 265,Allentown,Indiana,92426,699-290-0122,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG445897,ACUALL,myAPP,26979,Reynolds and Sons,23626 Greene Forge Suite 602,Allentown,Mississippi,16905,958-961-5405,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG502915,ACUALL,myAPP,26979,Mccarthy Ltd,224 Bell Shore,Allentown,Pennsylvania,13342,279.341.2534x923,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG996543,ACUALL,myAPP,26979,"Brown, Stanton and Johnson",3273 Hansen Throughway Apt. 927,Allentown,Maryland,55585,976.206.7302x2462,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG083547,ACUALL,myAPP,26979,Thomas-Estrada,125 Mendoza Cliff,Allentown,Connecticut,71337,(403)254-6191x1326,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG332209,ACUALL,myAPP,26979,"Oconnor, Taylor and Weaver",49593 Michael Trafficway,Allentown,Illinois,53177,260-685-7418,1,Preferred,8/20/2020,7,3,26979,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG562310,myAPP,KEPLR,27660,"Singh, Clark and Kramer",80722 Roger Spur Apt. 719,Greenville,Louisiana,19546,(586)420-8074,0,,,,3,27660,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG705553,myAPP,myAPP,20612,Simmons-Reid,879 Samantha Forges,Monroeville,Nebraska,36595,3757512846,0,,,,3,20612,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG792181,ACUALL,myAPP,36951,"Garza, Smith and Edwards",37578 Perry Inlet,Lake Mary,Kentucky,64539,380.345.2180x8709,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG323832,ACUALL,myAPP,36951,Martin and Sons,942 Rose Circle Suite 489,Lake Mary,Tennessee,25337,3172151780,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG154105,ACUALL,myAPP,36951,Richardson-Juarez,28343 Travis Path,Lake Mary,Utah,5405,001-394-617-0132x6829,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG071682,ACUALL,myAPP,36951,Smith-Caldwell,2823 Baird Islands,Lake Mary,South Dakota,72693,+1-778-744-1482x71429,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG496464,ACUALL,myAPP,36951,"Ryan, Carroll and Nguyen",615 Jonathan Burgs,Lake Mary,New Jersey,10206,(980)811-5070,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG102301,ACUALL,myAPP,36951,Roberson-Stokes,237 Jennifer Forges Apt. 107,Lake Mary,New Mexico,65598,981-822-9290x4307,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG711860,ACUALL,myAPP,36951,Nelson Group,21553 Larry Turnpike,Lake Mary,Virginia,24585,988.606.3081,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG038862,ACUALL,myAPP,36951,Park Inc,8808 Watson Spring Apt. 975,Lake Mary,New Mexico,40630,559-584-5277x72998,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG005164,ACUALL,myAPP,36951,Peck-Cole,707 Kelsey Ville Suite 297,Lake Mary,Mississippi,10967,(748)760-9587x2568,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG696374,ACUALL,myAPP,36951,Ramirez Group,570 Myers Ports,Lake Mary,Delaware,58909,(747)952-0093x649,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG180782,ACUALL,myAPP,36951,"Simpson, Brown and Smith",122 Ware Ranch,Lake Mary,Georgia,33885,497-763-9379,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG943256,ACUALL,myAPP,36951,Gardner-Russell,323 Cooper Wells Suite 202,Lake Mary,Kansas,30432,607-210-5798,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG142404,ACUALL,myAPP,36951,Rosales-Ross,26643 Thomas Junctions Suite 584,Lake Mary,South Dakota,75578,537-218-7460x831,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG931266,ACUALL,myAPP,36951,Powell-Johnson,109 Perez Knoll Suite 681,Lake Mary,California,46198,001-678-687-4048x7619,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG623003,ACUALL,myAPP,36951,"Tate, Torres and Peters",67298 Jackson Port Suite 151,Lake Mary,North Carolina,69025,001-849-590-0424x968,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG829588,ACUALL,myAPP,36951,Savage Inc,841 Christopher Vista Apt. 792,Lake Mary,Utah,79723,967.544.5638,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG958903,ACUALL,myAPP,36951,Hardy Inc,72004 Perkins Field,Lake Mary,New York,85061,7419857470,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG729445,ACUALL,myAPP,36951,Valdez-Strong,795 Carolyn Run,Lake Mary,Hawaii,86241,7163765113,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG834400,ACUALL,myAPP,36951,"Carlson, Rodriguez and Wolfe",3291 Carl Cape Suite 529,Lake Mary,Tennessee,96393,716-359-8647x08553,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG218796,ACUALL,myAPP,36951,Ward Inc,34869 Marcus Viaduct Suite 168,Lake Mary,Iowa,10337,001-831-896-3948x9559,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG234465,ACUALL,myAPP,36951,Martinez-Valentine,4404 Johnson Route,Lake Mary,Tennessee,76470,+1-572-372-9628x654,1,,,,3,36951,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG760573,PE,VH,37010,Doyle Inc,618 Garcia Hills Suite 350,Barnesville,Louisiana,56851,355-444-4905x013,1,,,,3,37010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG188894,PE,VH,37010,"Thomas, Miller and Blanchard",2542 Evans Shoals Apt. 357,Barnesville,Kansas,28957,001-955-278-3879x6246,1,,,,3,37010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG223071,GPO,myAPP,48148,"Griffin, Collins and Wise",8213 Carrie Harbor Apt. 787,South Dennis,New York,38181,001-667-974-9277x98471,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG652764,GPO,myAPP,48148,Smith PLC,40396 Mendoza Unions Apt. 109,South Dennis,South Carolina,85715,861.995.3248x952,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG103336,GPO,myAPP,48148,Roberts PLC,8195 Martin River Apt. 740,South Dennis,New York,10326,(937)355-4291x70584,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG061776,GPO,myAPP,48148,Montgomery Group,678 Cathy Estates,South Dennis,Ohio,8071,(464)796-2578,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG187507,GPO,myAPP,48148,Stevenson-Holmes,69602 Walsh Neck Suite 333,South Dennis,Iowa,52281,230.239.9381,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG838927,GPO,myAPP,48148,Chung Group,72666 Kirsten Courts,South Dennis,Minnesota,62561,246.672.1388x7056,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG265528,GPO,myAPP,48148,Stanley-Cox,071 Martinez Rue Suite 042,South Dennis,Rhode Island,5872,6583902200,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG179645,GPO,myAPP,48148,Molina-Garcia,4775 Chad Inlet,South Dennis,Mississippi,62414,(779)647-6239,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG553593,GPO,myAPP,48148,Fisher Group,4079 Martinez Forks,South Dennis,Florida,92971,998.233.8057,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG065090,GPO,myAPP,48148,"Mckinney, Garcia and Miller",1641 Oliver Ways,South Dennis,New Jersey,82312,001-279-896-3037x5246,0,,,,3,48148,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG284187,PE,ACUALL,23903,"Hill, Hardy and Bird",73463 Oneill Terrace Apt. 913,Burnsville,North Dakota,98419,4682399137,0,,,,3,23903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG179287,PE,ACUALL,23903,Pacheco and Sons,6291 Long Islands Suite 937,Burnsville,Arkansas,18449,890-276-6117x6120,0,,,,3,23903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG316688,myAPP,EYESTH,37632,Cooper-Nolan,4158 Laura Square,Stevensville,Arkansas,2454,221-633-5541x371,0,,,,3,37632,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG658869,myAPP,EYESTH,37632,Juarez Group,32140 Davila Islands Apt. 782,Stevensville,Washington,19877,732-859-6011x90240,0,,,,3,37632,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG885384,myAPP,EYESTH,37632,"Maynard, Cummings and Miller",576 Khan Island Suite 805,Stevensville,South Dakota,63016,(354)340-2354x27570,0,,,,3,37632,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG110799,myAPP,EYESTH,37632,Mclaughlin-Nelson,157 Jocelyn Hollow,Stevensville,North Dakota,77017,722.653.4226x207,0,,,,3,37632,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG168769,myAPP,EYESTH,37632,Hoover and Sons,889 Mata Mall Apt. 450,Stevensville,New York,72988,(857)371-8788x5956,0,,,,3,37632,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG978239,Lease Franchise,myAPP,23884,Barker-Brooks,09857 Davies Plaza,Williamsport,South Carolina,63790,+1-526-316-3329x98487,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG792199,Lease Franchise,myAPP,23884,Cox Group,012 Shields Ramp Suite 467,Williamsport,Illinois,83212,340-424-0098x58076,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG552004,Lease Franchise,myAPP,23884,Anderson-Lang,67030 Lisa Mount Apt. 763,Williamsport,Kentucky,69242,813.761.4293x489,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG685737,Lease Franchise,myAPP,23884,"West, Aguirre and Jackson",8450 Walters Road,Williamsport,Minnesota,82102,(448)337-6707x792,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG648741,Lease Franchise,myAPP,23884,Henderson PLC,2604 Kristi Flat Suite 178,Williamsport,Michigan,71542,(216)896-2019,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG292714,Lease Franchise,myAPP,23884,Ferguson-Hunter,866 Christine Via Apt. 638,Williamsport,Arkansas,18024,(496)211-4125x85460,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG351465,Lease Franchise,myAPP,23884,"Key, Wade and Oneill",281 Nicholas Lake Suite 402,Williamsport,Alaska,42281,562.822.7010x459,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG181788,Lease Franchise,myAPP,23884,"Pierce, Johnson and Brooks",50803 Mills Creek Suite 004,Williamsport,North Carolina,92760,(691)758-2932x414,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG220846,Lease Franchise,myAPP,23884,Thomas Ltd,18786 Joseph Lodge Apt. 818,Williamsport,Kansas,64082,(628)379-2741x1226,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG938380,Lease Franchise,myAPP,23884,"Camacho, Olson and Simpson",731 Ford Flats Apt. 531,Williamsport,Ohio,40524,001-830-213-0606,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG148022,Lease Franchise,myAPP,23884,Haley PLC,1490 Vicki Mountains Suite 857,Williamsport,Utah,50114,225-344-7781x39904,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG381795,Lease Franchise,myAPP,23884,"Chambers, Malone and Hernandez",4382 Haley Isle,Williamsport,Illinois,18887,703-709-6295x69955,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG886288,Lease Franchise,myAPP,23884,Douglas Ltd,7031 Maria Spur,Williamsport,New Hampshire,58197,548-417-2185x6928,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG312172,Lease Franchise,myAPP,23884,Rios-Davis,6084 George Plain,Williamsport,Louisiana,97579,980-284-6515x4578,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG043943,Lease Franchise,myAPP,23884,Macdonald PLC,825 Kathleen Gateway,Williamsport,South Dakota,95932,848-485-5866,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG080202,Lease Franchise,myAPP,23884,Navarro LLC,1827 Park Mall,Williamsport,Michigan,6646,861.989.1939x5142,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG664517,Lease Franchise,myAPP,23884,"Carr, Stevens and Davis",13157 Curry Station,Williamsport,Kansas,14711,(705)279-1863,0,,,,3,23884,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG668207,PE,myAPP,25400,"Peters, Doyle and Perez",65327 Jennifer Alley Suite 681,Elizabethtown,Nebraska,54201,464-546-7992,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG859071,PE,myAPP,25400,Higgins Ltd,50927 Destiny Junction,Elizabethtown,Arkansas,51233,236.426.4545,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG015873,PE,myAPP,25400,"Valdez, Frank and Wood",172 Smith Greens,Elizabethtown,Idaho,10924,815.587.5374x77370,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG632348,PE,myAPP,25400,Castillo-Norton,263 Tasha Drives Suite 269,Elizabethtown,Missouri,50442,001-513-641-5497x08793,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG593207,PE,myAPP,25400,Elliott-Owens,94450 Downs Station,Elizabethtown,Virginia,89153,(758)450-2292x27040,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG155869,PE,myAPP,25400,"Harris, Browning and Smith",27427 Jason Roads,Elizabethtown,Rhode Island,55587,638-838-8583x828,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG745913,PE,myAPP,25400,Henry LLC,12704 Teresa Shoals,Elizabethtown,Virginia,42790,001-228-313-5962x53762,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG853259,PE,myAPP,25400,Wang-Nichols,969 Mark Streets,Elizabethtown,Washington,66791,828-309-6292,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG262559,PE,myAPP,25400,Becker LLC,530 Graham Row Suite 065,Elizabethtown,Nebraska,61213,707.983.2490x9578,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG964126,PE,myAPP,25400,Lee-Bray,26427 Douglas Wells Suite 871,Elizabethtown,Colorado,36146,(672)582-3574,1,,,,3,25400,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
